class,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144
1,1,0,0,0,0,0,1,0,0,0,1,0,-0.72093,0,0,0,1,0,0,0,0,1,-0.636364,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,4.0,0,10,1,0,0,0,0,0,0,0,0,1,1.12857,1,1,-0.914286,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.647059,0,0,1,0,-0.684211,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.8125,0,0,0,0,0,0,0,0,1,-0.555556,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1.4,0,2,0,0,1,0,0,0,0,1,0,0,1.10204,0,0,-0.755102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.538462,0,0,0,1,-0.675676,1,0,1,0,0,0,1,0,0,1,1,0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,-0.714286,0,0,0,0,0,0,0,1,1,-0.714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.28571,0,1,0,0,1,0,0,0,1,1,0,0,0.822222,0,0,-0.733333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.755102,0,0,0,0,-0.6,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,1,0,0,0,-0.657143,0,0,0,0,0,0,0,0,0,-0.684211,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.942857,0,0,0,0,0,0,0,0,0,0,0,0,1.51515,0,0,-0.636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.612903,0,0,0,0,-0.744681,0,0,0,0,0,0,0,0,0,1,1,0,0
1,0,0,0,0,0,0,1,0,0,0,1,0,-0.6,0,0,0,1,0,0,1,1,0,-0.692308,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1.14286,0,2,0,1,0,0,0,0,0,0,0,0,1.525,0,0,-0.7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.744681,0,0,0,0,-0.692308,1,0,1,1,0,0,0,0,1,1,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,-0.675676,0,1,0,0,0,0,0,0,0,-0.625,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.14286,0,0,0,0,0,0,0,0,0,1,0,0,1.125,0,0,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.647059,0,0,0,1,-0.657143,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-0.428571,0,0,1,0,0,0,0,0,1,-0.773585,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.857143,0,1,0,0,0,0,0,0,0,0,0,0,0.7,0,0,-0.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.428571,0,0,0,0,-0.769231,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,0,0,0,1,0,1,1,1,0,-0.612903,0,0,0,1,1,1,1,0,0,-0.368421,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1.0,0,2,1,0,1,0,0,0,0,1,0,0,1.42857,0,0,-0.657143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.803279,0,0,0,0,-0.657143,0,0,1,1,0,0,0,0,1,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,-0.647059,0,0,0,0,0,0,0,1,0,-0.657143,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0.657143,0,4,0,0,0,0,0,0,0,1,0,0,1.21739,1,1,-0.478261,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.744681,0,0,0,0,-0.72093,1,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.571429,0,0,0,0,0,0,0,1,0,-0.684211,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1.45714,0,7,0,0,0,0,0,0,0,0,0,0,1.13725,1,0,-0.764706,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.657143,0,0,1,0,-0.692308,1,0,1,0,0,0,0,1,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,-0.707317,0,0,0,0,0,0,0,1,1,-0.865169,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0.685714,0,2,0,0,0,0,0,0,0,0,0,0,2.25,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.625,0,0,0,0,-0.727273,1,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,-0.4,1,0,1,0,0,0,0,0,0,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1.0,0,3,0,0,0,0,0,0,0,1,1,0,1.08571,1,0,-0.657143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.636364,0,0,0,0,-0.586207,1,0,1,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,1,0,0,0,-0.555556,0,0,0,0,0,0,0,1,0,-0.555556,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0.914286,0,2,0,0,0,0,0,0,0,0,0,0,0.65625,1,0,-0.625,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.764706,0,0,0,0,8.9,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.66667,0,0,0,0,0,0,0,0,1,-0.76,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1.45714,0,2,0,0,0,0,0,0,0,0,0,0,0.745098,0,0,-0.764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.675676,0,0,0,0,-0.79661,1,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-0.769231,0,0,0,0,0,0,0,0,0,-0.657143,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,1,0,0,0,0,0,0,0,1.06122,0,0,-0.755102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.478261,0,0,0,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,1,0,0,0,1,0,-0.675676,0,0,0,1,0,1,1,0,1,-0.625,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1.11429,0,2,1,0,0,0,0,0,0,1,0,1,1.25641,1,0,-0.692308,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.7,0,0,0,0,-0.478261,0,0,1,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,-0.733333,0,1,0,0,0,0,0,0,1,-0.744681,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.542857,0,1,0,0,0,0,1,0,0,0,0,0,2.05263,0,0,-0.368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.45783,0,0,0,0,-0.52,0,0,0,0,0,1,0,0,0,1,1,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,-0.684211,0,0,0,0,0,0,0,1,1,-0.72093,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1.62857,0,4,0,0,0,0,0,0,0,1,0,0,1.42105,1,0,-0.789474,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,-0.636364,1,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,1,1,0,0,0,0,1,-0.538462,0,0,0,0,0,1,0,0,1,-0.73913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22857,0,0,0,0,0,0,0,0,0,0,0,0,1.2093,0,0,-0.72093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.612903,0,0,0,0,-0.555556,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,-0.625,0,1,0,0,0,0,0,1,0,-0.744681,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.14286,0,1,0,0,0,0,0,0,0,0,0,0,0.575,0,0,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.684211,0,0,0,0,-0.755102,1,0,0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-0.636364,0,0,1,0,0,0,0,0,1,-0.333333,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.971429,0,0,0,0,0,0,0,0,0,1,0,0,0.911765,0,0,-0.647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.636364,0,0,0,0,-0.781818,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-0.755102,0,0,0,0,1,0,0,1,0,-0.25,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1.17143,0,1,0,0,1,0,0,0,0,1,0,0,0.780488,0,0,-0.707317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.625,0,0,0,0,-0.755102,1,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-0.647059,0,0,0,0,0,0,0,0,1,2.3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.914286,0,0,0,0,0,0,0,0,0,0,1,0,0.78125,0,0,-0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.727273,0,0,0,0,-0.647059,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,-0.675676,0,0,0,0,0,0,0,0,1,-0.842105,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0.771429,0,2,0,0,0,0,0,0,0,0,0,0,1.59259,0,0,-0.555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.823529,0,0,0,0,-0.368421,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,1,0,0,0,-0.684211,0,0,0,0,0,0,0,0,1,-0.657143,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.857143,0,0,0,0,0,0,0,0,0,1,0,0,0.233333,0,0,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.675676,0,0,0,0,-0.6,0,0,0,0,0,0,1,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-0.675676,0,0,0,0,0,0,0,1,1,-0.636364,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.2,1,1,0,0,0,0,0,0,1,0,0,0,0.761905,0,0,-0.714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.612903,0,0,0,0,-0.625,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,1,0,-0.625,0,0,0,1,0,1,1,1,0,-0.744681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.942857,0,2,0,1,0,0,0,0,0,0,0,0,1.9697,0,0,-0.636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.707317,0,0,0,0,-0.888889,1,0,1,1,0,0,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,-0.733333,0,0,0,0,0,0,0,1,0,-0.571429,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1.54286,0,8,0,0,0,0,0,0,0,1,0,0,1.68519,1,0,-0.777778,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,-0.555556,0,0,1,0,-0.707317,1,0,1,0,0,0,0,1,0,0,1,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.781818,0,0,0,0,0,0,0,1,1,-0.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1.17143,0,3,0,0,0,0,0,0,0,1,0,0,1.56098,1,0,-0.707317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.625,0,0,0,0,-0.727273,1,0,1,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-0.586207,0,0,0,0,0,0,0,1,1,-0.707317,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1.25714,0,3,0,0,1,0,0,0,0,0,0,0,1.93182,1,0,-0.727273,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.571429,0,0,0,0,-0.586207,1,0,1,0,0,0,1,0,0,1,0,0,0
0,0,0,0,0,0,1,1,0,1,0,0,1,-0.625,0,0,0,0,1,1,0,0,0,-0.538462,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.628571,0,0,0,0,0,0,0,0,0,1,0,0,2.59091,0,0,-0.454545,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-0.666667,1,0,0,0,-0.707317,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,1,0,-0.555556,1,0,0,0,0,0,0,0,0,-0.368421,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1.82857,0,8,0,0,1,0,0,0,0,0,0,1,0.8125,1,0,-0.8125,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,-0.368421,0,0,0,0,-0.647059,1,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-0.538462,0,0,0,0,0,0,0,0,1,-0.586207,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34286,0,0,0,0,0,0,0,0,0,0,1,0,0.191489,0,0,-0.744681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.773585,0,0,0,0,-0.636364,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,1,0,-0.478261,0,0,0,0,0,0,0,1,1,-0.657143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1.62857,0,2,0,0,0,0,0,0,0,1,0,0,0.631579,0,0,-0.789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.612903,0,0,0,0,-0.647059,1,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-0.625,0,0,0,0,0,0,0,0,1,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.885714,0,0,0,0,0,0,0,0,0,1,0,0,0.258065,0,0,-0.612903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.76,0,0,0,0,-0.612903,0,0,0,0,0,1,0,0,0,1,1,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,-0.769231,0,1,0,0,0,0,0,1,1,-0.625,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1.22857,0,1,0,0,0,0,0,0,0,0,0,0,0.44186,0,0,-0.72093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0,0,0,0,-0.647059,1,1,0,0,0,1,0,0,0,0,0,0,0
1,1,0,0,0,0,0,1,0,0,0,0,0,-0.625,0,0,0,1,0,0,0,1,1,-0.769231,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1.62857,0,5,0,0,0,0,0,0,0,1,0,1,0.982456,1,1,-0.789474,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.612903,0,0,0,0,-0.72093,1,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,1,0,0,0,0,1,-0.571429,0,0,0,0,0,0,0,1,1,-0.73913,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1.6,0,1,0,0,0,0,0,0,0,1,0,0,1.0,0,0,-0.785714,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.538462,0,0,0,0,-0.636364,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-0.586207,0,0,0,0,0,0,0,0,1,-0.636364,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628571,0,0,0,0,0,0,0,0,0,0,1,0,0.727273,0,0,-0.454545,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.636364,0,0,0,0,-0.6,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,-0.773585,0,0,0,0,0,0,0,1,0,-0.555556,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1.28571,0,2,0,0,0,0,0,0,0,0,0,0,0.844444,0,0,-0.733333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.73913,0,0,0,0,-0.586207,1,0,1,0,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.79661,1,0,0,0,0,0,0,0,1,-0.777778,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1.28571,1,6,0,0,1,0,0,0,0,0,1,0,0.755556,1,1,-0.733333,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.6,0,0,1,0,-0.625,1,1,1,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,1,1,0,0,0,0,0,-0.79661,0,0,0,1,0,0,0,0,0,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.11429,0,0,1,0,1,0,0,0,0,0,1,0,0.923077,0,0,-0.692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.707317,0,0,0,0,-0.625,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-0.636364,0,0,0,0,1,0,0,0,1,-0.7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05714,0,0,0,0,0,0,0,0,0,0,0,0,0.702703,0,0,-0.675676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-0.586207,0,0,0,0,-0.612903,0,0,0,0,0,0,0,0,0,0,0,0,0
